,paper.id,author,year,site,exp,tid,sid,soil.depth.inc,soil.depth.upper,soil.depth.lower,lat.x,long.x,continent,country,state,location,MAT,MAP,PET,climate,soil.type,per.sand,per.silt,per.clay,year.est,duration,field.history,exp.design,exp.arrangement,reps,plot.width,plot.length,tillage,tillage.details,tillage.depth,tillage.freq,crop.rotation.name,total.cropping.intensity,CC,perennial,crop.diversity,crop1.species,crop2.species,crop3.species,crop4.species,crop5.species,crop6.species,crop7.species,crop8.species,crop1.func.group,crop2.func.group,crop3.func.group,crop4.func.group,crop5.func.group,crop6.func.group,crop7.func.group,crop8.func.group,crop1.harvest,crop2.harvest,crop3.harvest,crop4.harvest,crop5.harvest,crop6.harvest,crop7.harvest,crop8.harvest,crop1.Nfert.rate,crop2.Nfert.rate,crop3.Nfert.rate,crop4.Nfert.rate,crop5.Nfert.rate,crop1.Pfert.rate,crop2.Pfert.rate,crop3.Pfert.rate,crop4.Pfert.rate,crop5.Pfert.rate,crop1.Kfert.rate,crop2.Kfert.rate,crop3.Kfert.rate,crop4.Kfert.rate,crop5.Kfert.rate,avg.Nfert.rate,avg.Pfert.rate,avg.Kfert.rate,fert.details,herbicide1,herbicide1.rate,herbicide2,herbicide2.rate,herbicide3,herbicide3.rate,herbicide.details,livestock.integration,livestock.stocking,grazing.duration,pasture.heights,livestock.details,soil.pH,density.separation,size.separation,SOC.determination.method,soil.BD,total.gC.kg.soil,total.gC.kg.soil.sd,maoc.gC.kg.soil,maoc.gC.kg.soil.sd,poc.gC.kg.soil,poc.gC.kg.soil.sd,total.MgC.ha,total.MgC.ha.sd,maoc.MgC.ha,maoc.MgC.ha.sd,poc.MgC.ha,poc.MgC.ha.sd
11,7,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2009,1,1,2,7.1.1,2,5,10,41.733,-0.7667,Europe,Spain,Zaragoza,Penaflor,14.5,390,1699,temparate,Xerollic Calciorthid,32.4,45.5,22.2,1989,14,conventional agriculture,randomized complete block,split-plot,3,10,33,RT,"chisel plow (25-30cm), sweep cultivator (10-15cm)",27.5,0.5,barley-fallow,0.5,no,no,1,barley,,,,,,,,grass,,,,,,,,G,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,8.2,1.85,NA,dry combustion,1.26,8.927670993,0.907845668,7.107298247,0.745890923,1.820372747,0.678364952,5.66,0.57555957,4.477597895,0.469911281,1.182402105,0.428985404
12,7,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2009,1,1,2,7.1.1,3,10,20,41.733,-0.7667,Europe,Spain,Zaragoza,Penaflor,14.5,390,1699,temparate,Xerollic Calciorthid,32.4,45.5,22.2,1989,14,conventional agriculture,randomized complete block,split-plot,3,10,33,RT,"chisel plow (25-30cm), sweep cultivator (10-15cm)",27.5,0.5,barley-fallow,0.5,no,no,1,barley,,,,,,,,grass,,,,,,,,G,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,8.2,1.85,NA,dry combustion,1.31,8.248071528,0.964195458,6.941314885,0.92646762,1.306756643,0.772013629,10.73,1.254331661,9.0931225,1.213672583,1.6368775,1.007695234
13,7,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2009,1,1,3,7.1.1,1,0,5,41.733,-0.7667,Europe,Spain,Zaragoza,Penaflor,14.5,390,1699,temparate,Xerollic Calciorthid,32.4,45.5,22.2,1989,14,conventional agriculture,randomized complete block,split-plot,3,10,33,NT,no tillage,0,0,barley-fallow,0.5,no,no,1,barley,,,,,,,,grass,,,,,,,,G,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,glyphosate,NA,,NA,,NA,,no,0,0,NA,,8.2,1.85,NA,dry combustion,1.29,10.47710417,1.754085567,8.200058948,1.648131183,2.277045221,1.38962256,6.71,1.123393828,5.289038022,1.063044613,1.420961978,0.892949708
14,7,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2009,1,1,3,7.1.1,2,5,10,41.733,-0.7667,Europe,Spain,Zaragoza,Penaflor,14.5,390,1699,temparate,Xerollic Calciorthid,32.4,45.5,22.2,1989,14,conventional agriculture,randomized complete block,split-plot,3,10,33,NT,no tillage,0,0,barley-fallow,0.5,no,no,1,barley,,,,,,,,grass,,,,,,,,G,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,glyphosate,NA,,NA,,NA,,no,0,0,NA,,8.2,1.85,NA,dry combustion,1.4,10.03156881,1.994141783,6.771192975,3.260244015,3.260375833,2.206489859,5.73,1.139047405,4.739835083,2.282170811,0.990164917,1.47260909
15,7,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2009,1,1,3,7.1.1,3,10,20,41.733,-0.7667,Europe,Spain,Zaragoza,Penaflor,14.5,390,1699,temparate,Xerollic Calciorthid,32.4,45.5,22.2,1989,14,conventional agriculture,randomized complete block,split-plot,3,10,33,NT,no tillage,0,0,barley-fallow,0.5,no,no,1,barley,,,,,,,,grass,,,,,,,,G,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,glyphosate,NA,,NA,,NA,,no,0,0,NA,,8.2,1.85,NA,dry combustion,1.38,10.16959218,1.578227402,8.987266434,1.564311043,1.182325749,1.282948528,10.62,1.648126563,12.40242768,2.15874924,-1.782427678,1.568068817
16,7,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2009,1,1,4,7.1.1,1,0,5,41.733,-0.7667,Europe,Spain,Zaragoza,Penaflor,14.5,390,1699,temparate,Xerollic Calciorthid,32.4,45.5,22.2,1989,14,conventional agriculture,randomized complete block,split-plot,3,10,33,CT,"moldboard plow (30-35cm), sweep cultivator (10-15cm)",32.5,1,barley-barley,1,no,no,1,barley,,,,,,,,grass,,,,,,,,G,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,8.2,1.85,NA,dry combustion,1.19,11.64467324,1.472227155,10.20349575,1.6096914,1.441177487,1.259438922,5.47,0.691567927,6.071079973,0.957766383,-0.601079973,0.682051475
17,7,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2009,1,1,4,7.1.1,2,5,10,41.733,-0.7667,Europe,Spain,Zaragoza,Penaflor,14.5,390,1699,temparate,Xerollic Calciorthid,32.4,45.5,22.2,1989,14,conventional agriculture,randomized complete block,split-plot,3,10,33,CT,"moldboard plow (30-35cm), sweep cultivator (10-15cm)",32.5,1,barley-barley,1,no,no,1,barley,,,,,,,,grass,,,,,,,,G,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,8.2,1.85,NA,dry combustion,1.27,10.38703679,0.654267586,8.734842103,0.371341252,1.652194688,0.434342568,5.82,0.366595154,5.546624735,0.235801695,0.273375265,0.25165747
18,7,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2009,1,1,4,7.1.1,3,10,20,41.733,-0.7667,Europe,Spain,Zaragoza,Penaflor,14.5,390,1699,temparate,Xerollic Calciorthid,32.4,45.5,22.2,1989,14,conventional agriculture,randomized complete block,split-plot,3,10,33,CT,"moldboard plow (30-35cm), sweep cultivator (10-15cm)",32.5,1,barley-barley,1,no,no,1,barley,,,,,,,,grass,,,,,,,,G,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,8.2,1.85,NA,dry combustion,1.28,11.85187536,0.793896362,10.40595155,0.640145786,1.445923813,0.588800493,11.48,0.768986338,13.31961798,0.819386606,-1.83961798,0.6487769
19,7,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2009,1,1,5,7.1.1,1,0,5,41.733,-0.7667,Europe,Spain,Zaragoza,Penaflor,14.5,390,1699,temparate,Xerollic Calciorthid,32.4,45.5,22.2,1989,14,conventional agriculture,randomized complete block,split-plot,3,10,33,RT,"chisel plow (25-30cm), sweep cultivator (10-15cm)",27.5,1,barley-barley,1,no,no,1,barley,,,,,,,,grass,,,,,,,,G,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,8.2,1.85,NA,dry combustion,1.15,10.34841621,0.430967228,7.964411835,0.411950508,2.384004377,0.344207289,5.76,0.239879338,4.579536805,0.236871542,1.180463195,0.194636605
20,7,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2009,1,1,5,7.1.1,2,5,10,41.733,-0.7667,Europe,Spain,Zaragoza,Penaflor,14.5,390,1699,temparate,Xerollic Calciorthid,32.4,45.5,22.2,1989,14,conventional agriculture,randomized complete block,split-plot,3,10,33,RT,"chisel plow (25-30cm), sweep cultivator (10-15cm)",27.5,1,barley-barley,1,no,no,1,barley,,,,,,,,grass,,,,,,,,G,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,8.2,1.85,NA,dry combustion,1.25,9.177391246,0.336382233,7.262877196,0.345875146,1.914514051,0.278557369,5.9,0.216254829,4.539298247,0.216171966,1.360701753,0.176537503
21,7,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2009,1,1,5,7.1.1,3,10,20,41.733,-0.7667,Europe,Spain,Zaragoza,Penaflor,14.5,390,1699,temparate,Xerollic Calciorthid,32.4,45.5,22.2,1989,14,conventional agriculture,randomized complete block,split-plot,3,10,33,RT,"chisel plow (25-30cm), sweep cultivator (10-15cm)",27.5,1,barley-barley,1,no,no,1,barley,,,,,,,,grass,,,,,,,,G,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,8.2,1.85,NA,dry combustion,1.31,8.325925242,0.511647075,6.635709341,0.632633483,1.690215902,0.469754494,11.19,0.687650994,8.692779236,0.828749862,2.497220764,0.621742236
22,7,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2009,1,1,6,7.1.1,1,0,5,41.733,-0.7667,Europe,Spain,Zaragoza,Penaflor,14.5,390,1699,temparate,Xerollic Calciorthid,32.4,45.5,22.2,1989,14,conventional agriculture,randomized complete block,split-plot,3,10,33,NT,no tillage,0,0,barley-barley,1,no,no,1,barley,,,,,,,,grass,,,,,,,,G,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,glyphosate,NA,,NA,,NA,,no,0,0,NA,,8.2,1.85,NA,dry combustion,1.34,13.94464627,0.982865867,9.865155613,1.132071389,4.079490659,0.865565507,8.53,0.601223271,6.609654261,0.758487831,1.920345739,0.558800266
23,7,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2009,1,1,6,7.1.1,2,5,10,41.733,-0.7667,Europe,Spain,Zaragoza,Penaflor,14.5,390,1699,temparate,Xerollic Calciorthid,32.4,45.5,22.2,1989,14,conventional agriculture,randomized complete block,split-plot,3,10,33,NT,no tillage,0,0,barley-barley,1,no,no,1,barley,,,,,,,,grass,,,,,,,,G,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,glyphosate,NA,,NA,,NA,,no,0,0,NA,,8.2,1.85,NA,dry combustion,1.48,11.99403622,1.958390716,9.363614036,1.438761376,2.630422182,1.403012057,7.23,1.180517102,6.929074387,1.064683418,0.300925613,0.917818321
24,7,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2009,1,1,6,7.1.1,3,10,20,41.733,-0.7667,Europe,Spain,Zaragoza,Penaflor,14.5,390,1699,temparate,Xerollic Calciorthid,32.4,45.5,22.2,1989,14,conventional agriculture,randomized complete block,split-plot,3,10,33,NT,no tillage,0,0,barley-barley,1,no,no,1,barley,,,,,,,,grass,,,,,,,,G,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,glyphosate,NA,,NA,,NA,,no,0,0,NA,,8.2,1.85,NA,dry combustion,1.41,13.91565228,5.037797544,12.50536332,5.061560121,1.410288965,4.123056914,11.67,4.224817935,17.63256228,7.136799771,-5.962562277,4.788284228
25,8,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2008,1,1,1,8.1.1,1,0,5,41.833,1.283,Europe,Spain,Lleida,Selvanera,13.9,475,1364,temparate,Fluventic Xerocrept,36.5,46.4,17.1,1987,18,conventional agriculture,randomized complete block,NA,3,7,50,CT,"subsoiler (50cm), field cultivator (15cm)",50,2,wheat-barley-wheat-rapeseed,1,no,no,3,wheat,barley,rapeseed,,,,,,grass,grass,brassica,,,,,,G,G,G,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,8.3,NA,53,wet oxidation,1.35,15.5,0.923701905,9.4,0.579420401,6.1,0.887671147,10.4,0.768968427,6.3,0.456901886,4.1,0.694636019
26,8,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2008,1,1,1,8.1.1,2,5,10,41.833,1.283,Europe,Spain,Lleida,Selvanera,13.9,475,1364,temparate,Fluventic Xerocrept,36.5,46.4,17.1,1987,18,conventional agriculture,randomized complete block,NA,3,7,50,CT,"subsoiler (50cm), field cultivator (15cm)",50,2,wheat-barley-wheat-rapeseed,1,no,no,3,wheat,barley,rapeseed,,,,,,grass,grass,brassica,,,,,,G,G,G,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,8.3,NA,53,wet oxidation,1.55,13.6,0.81047393,9.3,0.573256354,4.3,0.625735399,10.5,0.776362354,7.2,0.522173584,3.3,0.559097284
27,8,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2008,1,1,1,8.1.1,3,10,20,41.833,1.283,Europe,Spain,Lleida,Selvanera,13.9,475,1364,temparate,Fluventic Xerocrept,36.5,46.4,17.1,1987,18,conventional agriculture,randomized complete block,NA,3,7,50,CT,"subsoiler (50cm), field cultivator (15cm)",50,2,wheat-barley-wheat-rapeseed,1,no,no,3,wheat,barley,rapeseed,,,,,,grass,grass,brassica,,,,,,G,G,G,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,8.3,NA,53,wet oxidation,1.55,10.4,0.619774182,8,0.493123745,2.4,0.349247664,16,1.18302835,12.3,0.892046539,3.7,0.626866652
28,8,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2008,1,1,1,8.1.1,4,20,30,41.833,1.283,Europe,Spain,Lleida,Selvanera,13.9,475,1364,temparate,Fluventic Xerocrept,36.5,46.4,17.1,1987,18,conventional agriculture,randomized complete block,NA,3,7,50,CT,"subsoiler (50cm), field cultivator (15cm)",50,2,wheat-barley-wheat-rapeseed,1,no,no,3,wheat,barley,rapeseed,,,,,,grass,grass,brassica,,,,,,G,G,G,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,8.3,NA,53,wet oxidation,1.57,8.8,0.524424308,6.5,0.400663043,2.3,0.334695678,13.7,1.012968024,10.2,0.73974591,3.5,0.592981968
29,8,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2008,1,1,1,8.1.1,5,30,40,41.833,1.283,Europe,Spain,Lleida,Selvanera,13.9,475,1364,temparate,Fluventic Xerocrept,36.5,46.4,17.1,1987,18,conventional agriculture,randomized complete block,NA,3,7,50,CT,"subsoiler (50cm), field cultivator (15cm)",50,2,wheat-barley-wheat-rapeseed,1,no,no,3,wheat,barley,rapeseed,,,,,,grass,grass,brassica,,,,,,G,G,G,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,8.3,NA,53,wet oxidation,1.54,7.8,0.464830636,6.3,0.388334949,1.5,0.21827979,12,0.887271262,9.7,0.703483856,2.3,0.389673865
30,8,"J. Alvaro-Fuentes, M. V. Lopez, C. Cantero-Martinez and J. L. Arrue",2008,1,1,2,8.1.1,1,0,5,41.833,1.283,Europe,Spain,Lleida,Selvanera,13.9,475,1364,temparate,Fluventic Xerocrept,36.5,46.4,17.1,1987,18,conventional agriculture,randomized complete block,NA,3,7,50,RT,field cultivator (15cm),15,1,wheat-barley-wheat-rapeseed,1,no,no,3,wheat,barley,rapeseed,,,,,,grass,grass,brassica,,,,,,G,G,G,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,,NA,,NA,,no,0,0,NA,,8.3,NA,53,wet oxidation,1.35,20,1.191873426,12.5,0.770505852,7.5,1.091398951,13.6,1.005574097,8.5,0.616454925,5.1,0.864059439
